ESTAMAA 

------------------------
Ayumiim Ungipaghaatangi 

ayumiim	ayumigh*[N][Rel][Unpd][Sg]
ungipaghaatangi	Ungipagh-agh[N→V]-~:(ng₁)u[V→V]-@₁~:(u)ta[V→N]-–nge[N→V][V][Intr][Opt][PRS][2Sg]
ungipaghaatangi	Ungipagh-agh[N→V]-~:(ng₁)u[V→V]-@₁~:(u)ta[V→N][N][Abs][3SgPoss][PlPosd]
ungipaghaatangi	Ungipagh-agh[N→V]-~:(ng₁)u[V→V]-~:(u)ta[V→N]-–nge[N→V]-~i[V→V][V][Intr][Opt][PRS][2Sg]
ungipaghaatangi	Ungipagh-agh[N→V]-~:(ng₁)u[V→V]-~:(u)ta[V→N]-–nge[N→V][V][Intr][Opt][PRS][2Sg]
ungipaghaatangi	Ungipagh-agh[N→V]-~:(ng₁)u[V→V]-~:(u)ta[V→N][N][Abs][3SgPoss][PlPosd]
ungipaghaatangi	Ungipagh-agh[N→V]-~:(u)ta[V→N]-–nge[N→V]-~i[V→V][V][Intr][Opt][PRS][2Sg]
ungipaghaatangi	Ungipagh-agh[N→V]-~:(u)ta[V→N]-–nge[N→V][V][Intr][Opt][PRS][2Sg]
ungipaghaatangi	Ungipagh-agh[N→V]-~:(u)ta[V→N][N][Abs][3SgPoss][PlPosd]

------------------------
PART IV 

------------------------
Timeless Tales 

------------------------
Singaaweteghllagem Ungipamsuwa 

------------------------
Puughhutem Apellgha 

puughhutem	puughhe-~:(u)te[V→N][N][Rel][Unpd][Sg]

------------------------


------------------------
Neghighluku aghnaghllak taana Singaaweteghllaguftuq aatgha, Pilugugenkuniteftuq Sivungami.

neghighluku	negh-aq[V→N]-––igh[N→V][V][Trns][Sbrd][_][3Sg]
neghighluku	neghigh[V][Trns][Sbrd][_][3Sg]
neghighluku	neghe-aq[V→N]-––igh[N→V][V][Trns][Sbrd][_][3Sg]

aghnaghllak	aghnagh-–ghllag[N→N][N][Abs][Unpd][Sg]
aghnaghllak	aghnagh-–ghllak[N→N][N][Abs][Unpd][Sg]
aghnaghllak	aghnagh-–ghllak[AUG]

taana	taane[V][Intr][Intrg][3Sg]
taana	taana

aatgha	ategh[N][Abs][3SgPoss][SgPosd]
aatgha	Ategh[N][Abs][3SgPoss][SgPosd]

pilugugenkuniteftuq	pilugug-~sf-w:(e)nkut[N→N][N][Abs][4SgPoss][SgPosd]-ete[to.be]-(pete)fte[V→V][V][Intr][Ind][3Sg]
pilugugenkuniteftuq	pilugug-~sf-w:(e)nkut[N→N][N][Abs][4SgPoss][PlPosd]-ete[to.be]-(pete)fte[V→V][V][Intr][Ind][3Sg]
pilugugenkuniteftuq	pilugug-~sf-w:(e)nkuk[N→N][N][Abs][4SgPoss][SgPosd]-ete[to.be]-(pete)fte[V→V][V][Intr][Ind][3Sg]
pilugugenkuniteftuq	pilugug-~sf-w:(e)nkuk[N→N][N][Abs][4SgPoss][PlPosd]-ete[to.be]-(pete)fte[V→V][V][Intr][Ind][3Sg]

sivungami	sivu[N][Abs][3SgPoss][SgPosd]-mi[Encl]

------------------------
Taakut Pilugugem avaqutii aflengakeghllaguftii.

taakut	taake[V][Intr][Ind][3Pl]

pilugugem	pilugug[N][Rel][Unpd][Sg]

avaqutii	ava-te[N→V]-@₁qugh[V→V]-–tu[V→V]-~i[V→V][V][Intr][Opt][PRS][2Sg]
avaqutii	ava-te[N→V]-@₁qugh[to.V.completely]-–tu[V→V]-~i[V→V][V][Intr][Opt][PRS][2Sg]
avaqutii	avaqutagh-––i[N→V][V][Intr][Intrg][3Sg]
avaqutii	avaqutagh-––igh[N→V]-~:(ng₁)u[V→V][V][Intr][Opt][PRS][2Sg]
avaqutii	avaqutagh-––igh[N→V][V][Intr][Opt][PRS][2Sg]
avaqutii	avaquti-aq[V→N]-––i[N→V][V][Intr][Opt][PRS][2Sg]
avaqutii	avaquti-~i[V→V][V][Intr][Opt][PRS][2Sg]
avaqutii	avaquti[V][Intr][Intrg][3Sg]
avaqutii	avaquti[V][Trns][Ind][3Sg][3Sg]
avaqutii	avaquti[V][Trns][Ind][3Sg][3Pl]
avaqutii	avaqutagh[N][Abs][3SgPoss][PlPosd]
avaqutii	ava-qe[N→V]-@₁~:(u)n[V→N]-–tu[N→V]-~i[V→V][V][Intr][Opt][PRS][2Sg]
avaqutii	ava-qe[N→V]-@₁~:(u)te[V→V]-~i[V→V]-~i[V→V][V][Intr][Opt][PRS][2Sg]
avaqutii	ava-qe[N→V]-@₁~:(u)te[V→V]-~i[V→V][V][Intr][Intrg][3Sg]
avaqutii	ava-qe[N→V]-@₁~:(u)te[V→V][V][Trns][Ind][3Sg][3Pl]
avaqutii	ava-qe[N→V]-@₁~:(u)ta[V→N]-––i[N→V][V][Intr][Opt][PRS][2Sg]
avaqutii	ava-qe[N→V]-te[V→V]-@₁~:(u)n[V→N]-–tu[N→V]-~i[V→V][V][Intr][Opt][PRS][2Sg]
avaqutii	ava-qe[N→V]-te[V→V]-@₁~:(u)te[V→V]-~i[V→V]-~i[V→V][V][Intr][Opt][PRS][2Sg]
avaqutii	ava-qe[N→V]-te[V→V]-@₁~:(u)te[V→V]-~i[V→V][V][Intr][Intrg][3Sg]
avaqutii	ava-qe[N→V]-te[V→V]-@₁~:(u)te[V→V][V][Trns][Ind][3Sg][3Pl]
avaqutii	ava-qe[N→V]-te[V→V]-@₁~:(u)ta[V→N]-––i[N→V][V][Intr][Opt][PRS][2Sg]
avaqutii	ava-qe[N→V]-~:(u)te[V→V]-~i[V→V]-~i[V→V][V][Intr][Opt][PRS][2Sg]
avaqutii	ava-qe[N→V]-~:(u)te[V→V]-~i[V→V][V][Intr][Intrg][3Sg]
avaqutii	ava-qe[N→V]-~:(u)te[V→V][V][Trns][Ind][3Sg][3Pl]
avaqutii	ava-qe[N→V]-~:(u)ta[V→N]-––i[N→V][V][Intr][Opt][PRS][2Sg]
avaqutii	ava-qe[N→N]-te[N→V]-@₁~:(u)n[V→N]-–tu[N→V]-~i[V→V][V][Intr][Opt][PRS][2Sg]
avaqutii	ava-qe[N→N]-te[N→V]-@₁~:(u)te[V→V]-~i[V→V]-~i[V→V][V][Intr][Opt][PRS][2Sg]
avaqutii	ava-qe[N→N]-te[N→V]-@₁~:(u)te[V→V]-~i[V→V][V][Intr][Intrg][3Sg]
avaqutii	ava-qe[N→N]-te[N→V]-@₁~:(u)te[V→V][V][Trns][Ind][3Sg][3Pl]
avaqutii	ava-qe[N→N]-te[N→V]-@₁~:(u)ta[V→N]-––i[N→V][V][Intr][Opt][PRS][2Sg]
avaqutii	ava-qu[N→V]-@₁~:(u)n[V→N]-–tu[N→V]-~i[V→V][V][Intr][Opt][PRS][2Sg]
avaqutii	ava-qu[N→V]-@₁~:(u)te[V→V]-~i[V→V]-~i[V→V][V][Intr][Opt][PRS][2Sg]
avaqutii	ava-qu[N→V]-@₁~:(u)te[V→V]-~i[V→V][V][Intr][Intrg][3Sg]
avaqutii	ava-qu[N→V]-@₁~:(u)te[V→V][V][Trns][Ind][3Sg][3Pl]
avaqutii	ava-qu[N→V]-@₁~:(u)ta[V→N]-––i[N→V][V][Intr][Opt][PRS][2Sg]
avaqutii	ava-qu[N→V]-~:(u)te[V→V]-~i[V→V]-~i[V→V][V][Intr][Opt][PRS][2Sg]
avaqutii	ava-qu[N→V]-~:(u)te[V→V]-~i[V→V][V][Intr][Intrg][3Sg]
avaqutii	ava-qu[N→V]-~:(u)te[V→V][V][Trns][Ind][3Sg][3Pl]
avaqutii	ava-qu[N→V]-~:(u)ta[V→N]-––i[N→V][V][Intr][Opt][PRS][2Sg]
avaqutii	ava-qu[N→V]-–tu[V→V]-~i[V→V][V][Intr][Opt][PRS][2Sg]
avaqutii	ava-qu[N→V]-te[V→V]-~i[V→V]-~i[V→V][V][Intr][Opt][PRS][2Sg]
avaqutii	ava-qu[N→V]-te[V→V]-~i[V→V][V][Intr][Intrg][3Sg]
avaqutii	ava-qu[N→V]-te[V→V][V][Trns][Ind][3Sg][3Pl]
avaqutii	ava-qu[N→V]-tu[V→V]-aq[V→N]-––i[N→V][V][Intr][Opt][PRS][2Sg]
avaqutii	ava-qu[N→V]-tu[V→V]-~i[V→V][V][Intr][Opt][PRS][2Sg]
avaqutii	ava-qu[N→V]-tu[V→V][V][Trns][Ind][3Sg][3Pl]
avaqutii	ava-qutaq[N→N]-––i[N→V][V][Intr][Intrg][3Sg]
avaqutii	ava-qutaq[N→N]-––igh[N→V]-~:(ng₁)u[V→V][V][Intr][Opt][PRS][2Sg]
avaqutii	ava-qutaq[N→N]-––igh[N→V][V][Intr][Opt][PRS][2Sg]

aflengakeghllaguftii	aflenga-@₁~:(u)n[V→N]-~–ke[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-(pete)fte[V→V]-~i[V→V]-~i[V→V][V][Intr][Opt][PRS][2Sg]
aflengakeghllaguftii	aflenga-@₁~:(u)n[V→N]-~–ke[N→V]-–ghllag[V→V]-~:(ng₁)u[V→V]-(pete)fte[V→V]-~i[V→V][V][Intr][Intrg][3Sg]
aflengakeghllaguftii	aflenga-@₁~:(u)n[V→N]-~–ke[N→V]-–ghllagu[V→V]-(pete)fte[V→V]-~i[V→V]-~i[V→V][V][Intr][Opt][PRS][2Sg]
aflengakeghllaguftii	aflenga-@₁~:(u)n[V→N]-~–ke[N→V]-–ghllagu[V→V]-(pete)fte[V→V]-~i[V→V][V][Intr][Intrg][3Sg]
aflengakeghllaguftii	aflenga-@₁~:(u)n[V→N]-~–ke[N→N]-–ghllag[N→N]-~:(ng₁)u[N→V]-(pete)fte[V→V]-~i[V→V]-~i[V→V][V][Intr][Opt][PRS][2Sg]
aflengakeghllaguftii	aflenga-@₁~:(u)n[V→N]-~–ke[N→N]-–ghllag[N→N]-~:(ng₁)u[N→V]-(pete)fte[V→V]-~i[V→V][V][Intr][Intrg][3Sg]
aflengakeghllaguftii	aflenga-@₁~:(u)n[V→N]-~–ke[N→N]-–ghllag[N→N]-~:(ng₁)u[N→V]-(pete)fte[V→V][V][Trns][Ind][3Sg][3Pl]
aflengakeghllaguftii	aflenga-@*@₂~sf–(g₂)k(a)e[V→N]-–ghllag[N→N]-~:(ng₁)u[N→V]-(pete)fte[V→V]-~i[V→V]-~i[V→V][V][Intr][Opt][PRS][2Sg]
aflengakeghllaguftii	aflenga-@*@₂~sf–(g₂)k(a)e[V→N]-–ghllag[N→N]-~:(ng₁)u[N→V]-(pete)fte[V→V]-~i[V→V][V][Intr][Intrg][3Sg]
aflengakeghllaguftii	aflenga-@*@₂~sf–(g₂)k(a)e[V→N]-–ghllag[N→N]-~:(ng₁)u[N→V]-(pete)fte[V→V][V][Trns][Ind][3Sg][3Pl]
aflengakeghllaguftii	aflengake-–ghllag[V→V]-~:(ng₁)u[V→V]-(pete)fte[V→V]-~i[V→V]-~i[V→V][V][Intr][Opt][PRS][2Sg]
aflengakeghllaguftii	aflengake-–ghllag[V→V]-~:(ng₁)u[V→V]-(pete)fte[V→V]-~i[V→V][V][Intr][Intrg][3Sg]
aflengakeghllaguftii	aflengake-–ghllag[V→V]-~:(ng₁)u[V→V]-(pete)fte[V→V][V][Trns][Ind][3Sg][3Pl]
aflengakeghllaguftii	aflengake-–ghllagu[V→V]-(pete)fte[V→V]-~i[V→V]-~i[V→V][V][Intr][Opt][PRS][2Sg]
aflengakeghllaguftii	aflengake-–ghllagu[V→V]-(pete)fte[V→V]-~i[V→V][V][Intr][Intrg][3Sg]
aflengakeghllaguftii	aflengake-–ghllagu[V→V]-(pete)fte[V→V][V][Trns][Ind][3Sg][3Pl]

------------------------
Quunpeng an'gighaqelghiit.

quunpeng	quunpeng

angighaqelghiit	aw-–nge[N→V]-~i[V→V]-@₁~:(u)n[V→N]-–ghagh*[N→N]-~–ke[N→V]-@₁–lghii[V→N][N][Abs][Unpd][Pl]
angighaqelghiit	aw-–nge[N→V]-~i[V→V]-@₁~:(u)n[V→N]-–ghagh*[N→N]-~–ke[N→V]-@₁–lghii[V→N][N][Rel][Unpd][Pl]
angighaqelghiit	aw-–nge[N→V]-~i[V→V]-@₁~:(u)n[V→N]-–ghagh*[N→N]-~–ke[N→V][V][Intr][Ptcp][3Pl]
angighaqelghiit	angag-––i[N→V]-@₁~:(u)n[V→N]-–ghagh*[N→N]-~–ke[N→V]-@₁–lghii[V→N][N][Abs][Unpd][Pl]
angighaqelghiit	angag-––i[N→V]-@₁~:(u)n[V→N]-–ghagh*[N→N]-~–ke[N→V]-@₁–lghii[V→N][N][Rel][Unpd][Pl]
angighaqelghiit	angag-––i[N→V]-@₁~:(u)n[V→N]-–ghagh*[N→N]-~–ke[N→V][V][Intr][Ptcp][3Pl]
angighaqelghiit	angag-––igh[N→V]-~(g₁)aqe[V→V]-@₁–lghii[V→N][N][Abs][Unpd][Pl]
angighaqelghiit	angag-––igh[N→V]-~(g₁)aqe[V→V]-@₁–lghii[V→N][N][Rel][Unpd][Pl]
angighaqelghiit	angag-––igh[N→V]-~(g₁)aqe[V→V][V][Intr][Ptcp][3Pl]
angighaqelghiit	angag-––igh[N→V]-aq[V→N]-~–ke[N→V]-@₁–lghii[V→N][N][Abs][Unpd][Pl]
angighaqelghiit	angag-––igh[N→V]-aq[V→N]-~–ke[N→V]-@₁–lghii[V→N][N][Rel][Unpd][Pl]
angighaqelghiit	angag-––igh[N→V]-aq[V→N]-~–ke[N→V][V][Intr][Ptcp][3Pl]
angighaqelghiit	angi-@₁~:(u)n[V→N]-–ghagh*[N→N]-~–ke[N→V]-@₁–lghii[V→N][N][Abs][Unpd][Pl]
angighaqelghiit	angi-@₁~:(u)n[V→N]-–ghagh*[N→N]-~–ke[N→V]-@₁–lghii[V→N][N][Rel][Unpd][Pl]
angighaqelghiit	angi-@₁~:(u)n[V→N]-–ghagh*[N→N]-~–ke[N→V][V][Intr][Ptcp][3Pl]

------------------------


------------------------
Esnamun tawaten alla piyalghiikut kana tekeghaani an'gighaqeftut.

esnamun	este-@₁~fna[V→V]-mete[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
esnamun	esnagh[N][Ter][Unpd][Sg]

tawaten	tawaten

alla	alla
alla	alla[N][Abs][Unpd][Sg]

piyalghiikut	pi-@₁~:(u)te[V→V]-@₁~fyagh[V→V]-@₁–lghii[V→N]-~–ke[N→V][V][Intr][Ind][3Pl]
piyalghiikut	pi-@₁~:(u)te[V→V]-@₁~fyagh[V→V][V][Intr][Ptcp][1Pl]
piyalghiikut	pi-@₁~:(u)te[V→V][V][Intr][Ptcp_Obl][1Pl]
piyalghiikut	pi-@₁~fyagh[N→V]-@₁–lghii[V→N]-~–ke[N→V][V][Intr][Ind][3Pl]
piyalghiikut	pi-@₁~fyagh[N→V][V][Intr][Ptcp][1Pl]
piyalghiikut	pi-@₁~fyagh[V→V]-@₁–lghii[V→N]-~–ke[N→V][V][Intr][Ind][3Pl]
piyalghiikut	pi-@₁~fyagh[V→V][V][Intr][Ptcp][1Pl]
piyalghiikut	pi-~:(u)te[V→V]-@₁~fyagh[V→V]-@₁–lghii[V→N]-~–ke[N→V][V][Intr][Ind][3Pl]
piyalghiikut	pi-~:(u)te[V→V]-@₁~fyagh[V→V][V][Intr][Ptcp][1Pl]
piyalghiikut	pi-~:(u)te[V→V][V][Intr][Ptcp_Obl][1Pl]
piyalghiikut	pi-~:(u)te[V→N]-@₁~fyagh[N→V]-@₁–lghii[V→N]-~–ke[N→V][V][Intr][Ind][3Pl]
piyalghiikut	pi-~:(u)te[V→N]-@₁~fyagh[N→V][V][Intr][Ptcp][1Pl]
piyalghiikut	pi[V][Intr][Ptcp_Obl][1Pl]

kana	kana

tekeghaani	tekegh-–ghagh*[N→N]-–ghte[N→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][SgPosd]
tekeghaani	tekegh-–ghagh*[N→N]-–ghte[N→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][PlPosd]
tekeghaani	tekegh-–ghagh*[N→N]-–ghte[N→V]-@₁~:(u)n[V→N][N][Abs][3SgPoss][PlPosd]
tekeghaani	tekegh-–ghagh*[N→N]-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][SgPosd]
tekeghaani	tekegh-–ghagh*[N→N]-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][PlPosd]
tekeghaani	tekegh-–ghagh*[N→N]-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][3SgPoss][PlPosd]
tekeghaani	tekegh-–ghagh*[N→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][SgPosd]
tekeghaani	tekegh-–ghagh*[N→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][PlPosd]
tekeghaani	tekegh-–ghagh*[N→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][3SgPoss][PlPosd]
tekeghaani	tekegh-–ghagh*[N→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][SgPosd]
tekeghaani	tekegh-–ghagh*[N→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][PlPosd]
tekeghaani	tekegh-–ghagh*[N→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][3SgPoss][PlPosd]
tekeghaani	tekegh-–ghagh*[N→N]-~:(ng₁)u[N→V]-@₁~:(u)te[V→V]-@₁~fni[V→V][V][Intr][Opt][PRS][2Sg]
tekeghaani	tekegh-–ghagh*[N→N]-~:(ng₁)u[N→V]-@₁~:(u)te[V→V]-@₁~fni[Cmpd_Vbl][V][Intr][Opt][PRS][2Sg]
tekeghaani	tekegh-–ghagh*[N→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][SgPosd]
tekeghaani	tekegh-–ghagh*[N→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][PlPosd]
tekeghaani	tekegh-–ghagh*[N→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][3SgPoss][PlPosd]
tekeghaani	tekegh-–ghagh*[N→N]-~:(ng₁)u[N→V]-@₁~fni[V→V][V][Intr][Opt][PRS][2Sg]
tekeghaani	tekegh-–ghagh*[N→N]-~:(ng₁)u[N→V]-@₁~fni[Cmpd_Vbl][V][Intr][Opt][PRS][2Sg]
tekeghaani	tekegh-–ghagh*[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→V]-@₁~fni[V→V][V][Intr][Opt][PRS][2Sg]
tekeghaani	tekegh-–ghagh*[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→V]-@₁~fni[Cmpd_Vbl][V][Intr][Opt][PRS][2Sg]
tekeghaani	tekegh-–ghagh*[N→N][N][Loc][3SgPoss][SgPosd]
tekeghaani	tekegh-–ghagh*[N→N][N][Loc][3SgPoss][PlPosd]
tekeghaani	tekeghagh-–ghte[N→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][SgPosd]
tekeghaani	tekeghagh-–ghte[N→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][PlPosd]
tekeghaani	tekeghagh-–ghte[N→V]-@₁~:(u)n[V→N][N][Abs][3SgPoss][PlPosd]
tekeghaani	tekeghagh-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][SgPosd]
tekeghaani	tekeghagh-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][PlPosd]
tekeghaani	tekeghagh-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][3SgPoss][PlPosd]
tekeghaani	tekeghagh-te[N→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][SgPosd]
tekeghaani	tekeghagh-te[N→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][PlPosd]
tekeghaani	tekeghagh-te[N→V]-@₁~:(u)n[V→N][N][Abs][3SgPoss][PlPosd]
tekeghaani	tekeghagh-~:(ng₁)u[N→V]-@₁~:(u)te[V→V]-@₁~fni[V→V][V][Intr][Opt][PRS][2Sg]
tekeghaani	tekeghagh-~:(ng₁)u[N→V]-@₁~:(u)te[V→V]-@₁~fni[Cmpd_Vbl][V][Intr][Opt][PRS][2Sg]
tekeghaani	tekeghagh-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][SgPosd]
tekeghaani	tekeghagh-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][PlPosd]
tekeghaani	tekeghagh-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][3SgPoss][PlPosd]
tekeghaani	tekeghagh-~:(ng₁)u[N→V]-@₁~fni[V→V][V][Intr][Opt][PRS][2Sg]
tekeghaani	tekeghagh-~:(ng₁)u[N→V]-@₁~fni[Cmpd_Vbl][V][Intr][Opt][PRS][2Sg]
tekeghaani	tekeghagh-~:(ng₁)u[N→V]-~:(u)te[V→V]-@₁~fni[V→V][V][Intr][Opt][PRS][2Sg]
tekeghaani	tekeghagh-~:(ng₁)u[N→V]-~:(u)te[V→V]-@₁~fni[Cmpd_Vbl][V][Intr][Opt][PRS][2Sg]
tekeghaani	tekeghagh[N][Loc][3SgPoss][SgPosd]
tekeghaani	tekeghagh[N][Loc][3SgPoss][PlPosd]
tekeghaani	tekegh-ate[N→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][SgPosd]
tekeghaani	tekegh-ate[N→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][PlPosd]
tekeghaani	tekegh-ate[N→V]-@₁~:(u)n[V→N][N][Abs][3SgPoss][PlPosd]
tekeghaani	tekegh-agh[N→V]-–ghte[V→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][SgPosd]
tekeghaani	tekegh-agh[N→V]-–ghte[V→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][PlPosd]
tekeghaani	tekegh-agh[N→V]-–ghte[V→V]-@₁~:(u)n[V→N][N][Abs][3SgPoss][PlPosd]
tekeghaani	tekegh-agh[N→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][SgPosd]
tekeghaani	tekegh-agh[N→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][PlPosd]
tekeghaani	tekegh-agh[N→V]-@₁~:(u)n[V→N][N][Abs][3SgPoss][PlPosd]
tekeghaani	tekegh-agh[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][SgPosd]
tekeghaani	tekegh-agh[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][PlPosd]
tekeghaani	tekegh-agh[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][3SgPoss][PlPosd]
tekeghaani	tekegh-agh[N→V]-~:(ng₁)u[V→V]-@₁~:(u)te[V→V]-@₁~fni[V→V][V][Intr][Opt][PRS][2Sg]
tekeghaani	tekegh-agh[N→V]-~:(ng₁)u[V→V]-@₁~:(u)te[V→V]-@₁~fni[Cmpd_Vbl][V][Intr][Opt][PRS][2Sg]
tekeghaani	tekegh-agh[N→V]-~:(ng₁)u[V→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][SgPosd]
tekeghaani	tekegh-agh[N→V]-~:(ng₁)u[V→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][PlPosd]
tekeghaani	tekegh-agh[N→V]-~:(ng₁)u[V→V]-@₁~:(u)n[V→N][N][Abs][3SgPoss][PlPosd]
tekeghaani	tekegh-agh[N→V]-~:(ng₁)u[V→V]-@₁~fni[V→V][V][Intr][Opt][PRS][2Sg]
tekeghaani	tekegh-agh[N→V]-~:(ng₁)u[V→V]-@₁~fni[Cmpd_Vbl][V][Intr][Opt][PRS][2Sg]
tekeghaani	tekegh-agh[N→V]-~:(ng₁)u[V→V]-~:(u)te[V→V]-@₁~fni[V→V][V][Intr][Opt][PRS][2Sg]
tekeghaani	tekegh-agh[N→V]-~:(ng₁)u[V→V]-~:(u)te[V→V]-@₁~fni[Cmpd_Vbl][V][Intr][Opt][PRS][2Sg]
tekeghaani	Tekeghagh-–ghte[N→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][SgPosd]
tekeghaani	Tekeghagh-–ghte[N→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][PlPosd]
tekeghaani	Tekeghagh-–ghte[N→V]-@₁~:(u)n[V→N][N][Abs][3SgPoss][PlPosd]
tekeghaani	Tekeghagh-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][SgPosd]
tekeghaani	Tekeghagh-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][PlPosd]
tekeghaani	Tekeghagh-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][3SgPoss][PlPosd]
tekeghaani	Tekeghagh-te[N→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][SgPosd]
tekeghaani	Tekeghagh-te[N→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][PlPosd]
tekeghaani	Tekeghagh-te[N→V]-@₁~:(u)n[V→N][N][Abs][3SgPoss][PlPosd]
tekeghaani	Tekeghagh-~:(ng₁)u[N→V]-@₁~:(u)te[V→V]-@₁~fni[V→V][V][Intr][Opt][PRS][2Sg]
tekeghaani	Tekeghagh-~:(ng₁)u[N→V]-@₁~:(u)te[V→V]-@₁~fni[Cmpd_Vbl][V][Intr][Opt][PRS][2Sg]
tekeghaani	Tekeghagh-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][SgPosd]
tekeghaani	Tekeghagh-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][4SgPoss][PlPosd]
tekeghaani	Tekeghagh-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][3SgPoss][PlPosd]
tekeghaani	Tekeghagh-~:(ng₁)u[N→V]-@₁~fni[V→V][V][Intr][Opt][PRS][2Sg]
tekeghaani	Tekeghagh-~:(ng₁)u[N→V]-@₁~fni[Cmpd_Vbl][V][Intr][Opt][PRS][2Sg]
tekeghaani	Tekeghagh-~:(ng₁)u[N→V]-~:(u)te[V→V]-@₁~fni[V→V][V][Intr][Opt][PRS][2Sg]
tekeghaani	Tekeghagh-~:(ng₁)u[N→V]-~:(u)te[V→V]-@₁~fni[Cmpd_Vbl][V][Intr][Opt][PRS][2Sg]
tekeghaani	Tekeghagh[N][Loc][3SgPoss][SgPosd]
tekeghaani	Tekeghagh[N][Loc][3SgPoss][PlPosd]

angighaqeftut	aw-–nge[N→V]-~i[V→V]-@₁~:(u)n[V→N]-–ghagh*[N→N]-~–ke[N→V]-(pete)fte[V→V][V][Intr][Ind][3Pl]
angighaqeftut	angag-––i[N→V]-@₁~:(u)n[V→N]-–ghagh*[N→N]-~–ke[N→V]-(pete)fte[V→V][V][Intr][Ind][3Pl]
angighaqeftut	angag-––igh[N→V]-~(g₁)aqe[V→V]-(pete)fte[V→V][V][Intr][Ind][3Pl]
angighaqeftut	angag-––igh[N→V]-aq[V→N]-~–ke[N→V]-(pete)fte[V→V][V][Intr][Ind][3Pl]
angighaqeftut	angi-@₁~:(u)n[V→N]-–ghagh*[N→N]-~–ke[N→V]-(pete)fte[V→V][V][Intr][Ind][3Pl]

------------------------
Tagsighluta aglaghtuusamta ungipamsugutiinkut.

tagsighluta	tagsigh[V][Intr][Sbrd][1Pl]
tagsighluta	tagsigh[V][Trns][Sbrd][_][1Pl]

aglaghtuusamta	aglagh-–ghte[V→V]-~:(u)te[V→V]-@₁~:(u)te[V→V][V][Intr][CnsqI][1Pl]
